aluno_id,ano_letivo,escola,serie,turno,idade,sexo,renda_familiar,escolaridade_pais,acesso_internet,frequencia_pct,nota_matematica,nota_portugues,nota_media_geral
ALU-04926,2021,Escola Lambda,3º Médio,Manhã,18,M,1-2 SM,Médio Completo,1,63.2,36.6,58.0,47.3
ALU-04927,2021,Escola Lambda,3º Médio,Manhã,18,M,3-5 SM,Fundamental Incompleto,0,100.0,47.4,72.2,59.8
ALU-04928,2021,Escola Lambda,3º Médio,Manhã,17,M,Até 1 SM,Superior Completo,1,72.7,70.0,57.0,63.5
ALU-04929,2021,Escola Lambda,3º Médio,Manhã,17,F,2-3 SM,Fundamental Incompleto,0,92.8,49.1,59.6,54.3
ALU-04930,2021,Escola Lambda,3º Médio,Manhã,17,M,2-3 SM,Fundamental Completo,1,100.0,53.9,39.0,46.4
ALU-04931,2021,Escola Lambda,3º Médio,Manhã,18,F,3-5 SM,Superior Completo,1,80.7,61.6,69.0,65.3
ALU-04932,2021,Escola Lambda,3º Médio,Manhã,18,M,2-3 SM,Fundamental Incompleto,0,68.6,38.4,30.4,34.4
ALU-04933,2021,Escola Lambda,3º Médio,Manhã,17,M,3-5 SM,Fundamental Completo,1,86.3,87.7,69.5,78.6
ALU-04934,2021,Escola Lambda,3º Médio,Manhã,17,F,Até 1 SM,Superior Completo,1,78.2,41.8,70.3,56.0
ALU-04935,2021,Escola Lambda,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,0,89.4,39.9,41.9,40.9
ALU-04936,2021,Escola Lambda,3º Médio,Manhã,17,M,5+ SM,Fundamental Incompleto,1,93.9,57.2,74.7,66.0
ALU-04937,2021,Escola Lambda,3º Médio,Manhã,17,M,1-2 SM,Médio Completo,1,100.0,55.4,70.4,62.9
ALU-04938,2021,Escola Lambda,3º Médio,Manhã,17,M,2-3 SM,Fundamental Completo,1,93.7,59.3,60.8,60.1
ALU-04939,2021,Escola Lambda,3º Médio,Tarde,17,M,1-2 SM,Fundamental Incompleto,1,82.9,64.2,67.7,66.0
ALU-04940,2021,Escola Lambda,3º Médio,Tarde,17,M,1-2 SM,Médio Completo,0,82.1,45.3,59.8,52.5
ALU-04941,2021,Escola Lambda,3º Médio,Tarde,17,M,2-3 SM,Superior Completo,1,72.7,42.3,50.8,46.6
ALU-04942,2021,Escola Lambda,3º Médio,Tarde,17,M,Até 1 SM,Médio Completo,0,77.2,48.3,53.4,50.9
ALU-04943,2021,Escola Lambda,3º Médio,Tarde,18,M,Até 1 SM,Superior Completo,1,80.7,50.6,70.2,60.4
ALU-04944,2021,Escola Lambda,3º Médio,Tarde,18,F,1-2 SM,Pós-graduação,1,99.2,76.1,86.4,81.3
ALU-04945,2021,Escola Lambda,3º Médio,Tarde,18,M,Até 1 SM,Pós-graduação,1,91.6,71.7,58.6,65.2
ALU-04946,2021,Escola Lambda,3º Médio,Tarde,18,F,1-2 SM,Médio Completo,1,96.3,72.3,54.8,63.5
ALU-04947,2021,Escola Lambda,3º Médio,Tarde,18,F,2-3 SM,Fundamental Incompleto,1,90.8,53.7,66.8,60.2
ALU-04948,2021,Escola Lambda,3º Médio,Tarde,17,F,Até 1 SM,Superior Completo,1,80.0,67.3,80.0,73.7
ALU-04949,2021,Escola Lambda,3º Médio,Tarde,18,F,3-5 SM,Fundamental Incompleto,1,89.3,81.0,50.8,65.9
ALU-04950,2021,Escola Lambda,3º Médio,Tarde,18,M,5+ SM,Superior Completo,1,100.0,86.0,48.6,67.3
ALU-04951,2021,Escola Lambda,3º Médio,Tarde,17,F,Até 1 SM,Médio Completo,0,91.4,64.1,53.8,59.0
ALU-04952,2021,Escola Lambda,3º Médio,Tarde,18,M,Até 1 SM,Médio Completo,0,71.4,60.7,39.7,50.2
ALU-04953,2021,Escola Lambda,3º Médio,Tarde,18,M,1-2 SM,Médio Completo,1,95.9,64.0,62.5,63.2
ALU-04954,2021,Escola Lambda,3º Médio,Tarde,18,F,,Médio Completo,1,73.9,23.3,47.9,35.6
ALU-04955,2021,Escola Lambda,3º Médio,Tarde,17,M,2-3 SM,Superior Completo,1,71.7,54.6,54.9,54.7
ALU-04956,2021,Escola Lambda,3º Médio,Tarde,17,M,2-3 SM,Fundamental Completo,1,89.6,55.5,76.5,66.0
ALU-04957,2021,Escola Lambda,3º Médio,Tarde,17,F,Até 1 SM,Superior Completo,1,93.4,66.6,77.9,72.3
ALU-04958,2021,Escola Lambda,3º Médio,Tarde,18,F,2-3 SM,Médio Completo,1,92.8,62.8,25.8,44.3
ALU-04959,2021,Escola Lambda,3º Médio,Tarde,18,F,1-2 SM,Médio Completo,1,81.7,55.9,72.0,64.0
ALU-04960,2021,Escola Lambda,3º Médio,Tarde,18,F,,Pós-graduação,1,98.5,69.1,66.9,68.0
ALU-04961,2021,Escola Lambda,3º Médio,Tarde,17,M,3-5 SM,Superior Completo,0,91.9,85.4,85.8,85.6
ALU-04962,2021,Escola Lambda,3º Médio,Tarde,17,M,3-5 SM,Fundamental Incompleto,1,77.5,67.3,53.3,60.3
ALU-04963,2021,Escola Lambda,3º Médio,Tarde,18,F,Até 1 SM,Médio Completo,1,87.9,37.7,63.9,50.8
ALU-04964,2021,Escola Lambda,3º Médio,Tarde,17,M,5+ SM,Superior Completo,1,66.2,69.5,55.6,62.5
ALU-04965,2021,Escola Lambda,3º Médio,Tarde,17,F,3-5 SM,Superior Completo,0,88.0,68.7,82.1,75.4
ALU-04966,2021,Escola Lambda,3º Médio,Tarde,17,M,1-2 SM,Médio Completo,0,80.7,54.7,52.3,53.5
ALU-04967,2021,Escola Mu,6º Ano,Manhã,17,F,1-2 SM,Médio Completo,0,90.7,34.0,52.9,43.4
ALU-04968,2021,Escola Mu,6º Ano,Manhã,18,M,2-3 SM,Superior Completo,0,77.6,77.3,71.7,74.5
ALU-04969,2021,Escola Mu,6º Ano,Manhã,16,M,2-3 SM,,1,92.0,60.2,55.9,58.0
ALU-04970,2021,Escola Mu,6º Ano,Manhã,17,M,1-2 SM,Pós-graduação,0,71.2,36.3,56.0,46.1
ALU-04971,2021,Escola Mu,6º Ano,Manhã,18,M,1-2 SM,Médio Completo,0,96.0,43.3,54.1,48.7
ALU-04972,2021,Escola Mu,6º Ano,Manhã,16,M,1-2 SM,Superior Completo,0,72.8,47.9,40.4,44.2
ALU-04973,2021,Escola Mu,6º Ano,Manhã,18,F,3-5 SM,Médio Completo,1,88.1,61.3,89.2,75.2
ALU-04974,2021,Escola Mu,6º Ano,Manhã,18,F,1-2 SM,Pós-graduação,0,93.8,48.1,54.0,51.1
ALU-04975,2021,Escola Mu,6º Ano,Manhã,18,F,Até 1 SM,Médio Completo,0,78.8,44.4,61.9,53.2
ALU-04976,2021,Escola Mu,6º Ano,Manhã,16,M,,,1,70.6,28.7,64.7,46.7
ALU-04977,2021,Escola Mu,6º Ano,Manhã,16,M,3-5 SM,Fundamental Incompleto,1,80.3,61.3,68.9,65.1
ALU-04978,2021,Escola Mu,6º Ano,Manhã,18,F,2-3 SM,Fundamental Completo,1,89.7,56.0,71.1,63.6
ALU-04979,2021,Escola Mu,6º Ano,Manhã,18,M,3-5 SM,Médio Completo,1,75.3,49.2,64.5,56.8
ALU-04980,2021,Escola Mu,6º Ano,Manhã,17,F,,Superior Completo,1,92.0,61.7,68.8,65.2
ALU-04981,2021,Escola Mu,6º Ano,Manhã,18,M,1-2 SM,Médio Completo,1,70.5,29.7,71.9,50.8
ALU-04982,2021,Escola Mu,6º Ano,Manhã,16,M,2-3 SM,Médio Completo,1,100.0,42.3,62.2,52.3
ALU-04983,2021,Escola Mu,6º Ano,Manhã,17,F,1-2 SM,Fundamental Completo,1,79.7,43.2,65.5,54.3
ALU-04984,2021,Escola Mu,6º Ano,Manhã,18,F,2-3 SM,Pós-graduação,0,89.4,45.8,74.2,60.0
ALU-04985,2021,Escola Mu,6º Ano,Manhã,17,M,1-2 SM,Médio Completo,1,95.7,58.6,51.1,54.9
ALU-04986,2021,Escola Mu,6º Ano,Manhã,17,F,2-3 SM,Fundamental Completo,1,82.7,59.6,41.0,50.3
ALU-04987,2021,Escola Mu,6º Ano,Manhã,18,F,5+ SM,Médio Completo,1,92.1,68.0,60.4,64.2
ALU-04988,2021,Escola Mu,6º Ano,Manhã,18,M,Até 1 SM,,0,74.4,16.8,60.6,38.7
ALU-04989,2021,Escola Mu,6º Ano,Manhã,17,M,1-2 SM,Fundamental Incompleto,1,88.1,58.6,50.3,54.5
ALU-04990,2021,Escola Mu,6º Ano,Manhã,18,M,2-3 SM,Médio Completo,1,91.8,58.6,60.1,59.4
ALU-04991,2021,Escola Mu,6º Ano,Manhã,18,M,2-3 SM,Fundamental Completo,1,71.5,58.8,55.1,57.0
ALU-04992,2021,Escola Mu,6º Ano,Manhã,17,F,2-3 SM,Fundamental Incompleto,1,87.6,58.2,81.5,69.9
ALU-04993,2021,Escola Mu,6º Ano,Manhã,16,F,2-3 SM,Médio Completo,1,75.0,45.0,59.4,52.2
ALU-04994,2021,Escola Mu,6º Ano,Manhã,18,F,5+ SM,Fundamental Incompleto,1,82.1,88.9,77.9,83.4
ALU-04995,2021,Escola Mu,6º Ano,Manhã,16,F,Até 1 SM,Médio Completo,0,81.0,54.3,51.2,52.8
ALU-04996,2021,Escola Mu,6º Ano,Manhã,17,F,Até 1 SM,Fundamental Completo,1,77.1,59.8,52.8,56.3
ALU-04997,2021,Escola Mu,6º Ano,Manhã,16,F,1-2 SM,Pós-graduação,0,79.3,63.2,58.6,60.9
ALU-04998,2021,Escola Mu,6º Ano,Tarde,16,M,5+ SM,Médio Completo,1,100.0,51.9,53.3,52.6
ALU-04999,2021,Escola Mu,6º Ano,Tarde,17,F,1-2 SM,Médio Completo,1,86.9,54.1,56.5,55.3
ALU-05000,2021,Escola Mu,6º Ano,Tarde,17,F,2-3 SM,Médio Completo,1,94.6,77.1,68.0,72.6
ALU-05001,2021,Escola Mu,6º Ano,Tarde,16,F,3-5 SM,Superior Completo,1,85.5,65.3,75.0,70.2
ALU-05002,2021,Escola Mu,6º Ano,Tarde,16,M,1-2 SM,Médio Completo,0,93.6,52.5,48.7,50.6
ALU-05003,2021,Escola Mu,6º Ano,Tarde,18,F,1-2 SM,Fundamental Incompleto,1,70.3,32.1,48.9,40.5
ALU-05004,2021,Escola Mu,6º Ano,Tarde,18,F,5+ SM,Médio Completo,1,63.5,53.4,49.1,51.3
ALU-05005,2021,Escola Mu,6º Ano,Tarde,18,F,2-3 SM,Pós-graduação,1,97.6,70.8,59.9,65.3
ALU-05006,2021,Escola Mu,6º Ano,Tarde,16,F,3-5 SM,Fundamental Incompleto,0,75.8,59.8,67.3,63.6
ALU-05007,2021,Escola Mu,6º Ano,Tarde,16,M,Até 1 SM,Médio Completo,1,100.0,56.9,42.6,49.8
ALU-05008,2021,Escola Mu,6º Ano,Tarde,17,F,5+ SM,Fundamental Completo,0,80.8,71.3,61.3,66.3
ALU-05009,2021,Escola Mu,6º Ano,Tarde,18,M,5+ SM,Superior Completo,1,74.2,43.4,68.0,55.7
ALU-05010,2021,Escola Mu,6º Ano,Tarde,16,F,3-5 SM,Médio Completo,1,73.1,33.1,52.6,42.8
ALU-05011,2021,Escola Mu,6º Ano,Tarde,18,F,2-3 SM,Superior Completo,1,79.6,70.7,80.0,75.4
ALU-05012,2021,Escola Mu,6º Ano,Tarde,17,F,1-2 SM,Fundamental Incompleto,1,75.7,55.1,75.8,65.5
ALU-05013,2021,Escola Mu,6º Ano,Tarde,16,M,1-2 SM,Pós-graduação,0,92.6,45.1,70.7,57.9
ALU-05014,2021,Escola Mu,6º Ano,Tarde,17,F,1-2 SM,Pós-graduação,0,81.7,57.7,65.6,61.6
ALU-05015,2021,Escola Mu,6º Ano,Tarde,17,M,Até 1 SM,Fundamental Completo,0,77.6,77.4,63.1,70.2
ALU-05016,2021,Escola Mu,6º Ano,Tarde,16,M,Até 1 SM,Fundamental Completo,1,89.2,78.9,59.2,69.1
ALU-05017,2021,Escola Mu,6º Ano,Tarde,17,M,1-2 SM,Fundamental Completo,1,81.9,79.0,49.8,64.4
ALU-05018,2021,Escola Mu,6º Ano,Tarde,17,M,1-2 SM,Fundamental Completo,0,82.0,50.5,64.1,57.3
ALU-05019,2021,Escola Mu,6º Ano,Tarde,18,F,1-2 SM,Fundamental Completo,1,96.8,59.7,82.5,71.1
ALU-05020,2021,Escola Mu,6º Ano,Tarde,18,F,,Superior Completo,1,100.0,61.4,67.5,64.5
ALU-05021,2021,Escola Mu,6º Ano,Tarde,16,M,3-5 SM,Médio Completo,1,86.5,66.6,65.3,65.9
ALU-05022,2021,Escola Mu,6º Ano,Tarde,17,M,1-2 SM,Médio Completo,1,86.4,61.7,54.7,58.2
ALU-05023,2021,Escola Mu,6º Ano,Tarde,17,M,2-3 SM,Superior Completo,1,78.4,52.6,51.3,51.9
ALU-05024,2021,Escola Mu,6º Ano,Tarde,18,F,1-2 SM,Médio Completo,1,95.5,59.1,38.1,48.6
ALU-05025,2021,Escola Mu,6º Ano,Tarde,18,M,5+ SM,Médio Completo,0,89.9,65.0,66.8,65.9
ALU-05026,2021,Escola Mu,6º Ano,Tarde,17,F,2-3 SM,Fundamental Incompleto,1,79.0,44.9,52.8,48.9
ALU-05027,2021,Escola Mu,6º Ano,Tarde,16,F,5+ SM,Fundamental Incompleto,1,83.7,71.1,93.5,82.3
ALU-05028,2021,Escola Mu,6º Ano,Tarde,16,F,5+ SM,Fundamental Incompleto,1,76.9,72.1,60.7,66.4
ALU-05029,2021,Escola Mu,6º Ano,Tarde,18,M,3-5 SM,Superior Completo,1,89.9,39.1,71.6,55.4
ALU-05030,2021,Escola Mu,6º Ano,Tarde,17,F,Até 1 SM,Fundamental Completo,1,92.2,62.7,55.9,59.3
ALU-05031,2021,Escola Mu,6º Ano,Tarde,17,F,2-3 SM,Médio Completo,1,94.0,59.8,61.9,60.8
ALU-05032,2021,Escola Mu,7º Ano,Manhã,17,F,Até 1 SM,Pós-graduação,1,76.5,61.9,81.1,71.5
ALU-05033,2021,Escola Mu,7º Ano,Manhã,18,M,2-3 SM,Pós-graduação,1,85.7,65.8,71.1,68.5
ALU-05034,2021,Escola Mu,7º Ano,Manhã,18,F,5+ SM,Fundamental Completo,1,87.7,62.9,65.3,64.1
ALU-05035,2021,Escola Mu,7º Ano,Manhã,19,M,1-2 SM,Fundamental Incompleto,1,82.6,84.5,54.9,69.7
ALU-05036,2021,Escola Mu,7º Ano,Manhã,17,M,1-2 SM,Pós-graduação,1,69.6,42.3,43.9,43.1
ALU-05037,2021,Escola Mu,7º Ano,Manhã,17,F,2-3 SM,Fundamental Completo,1,97.2,54.5,59.2,56.9
ALU-05038,2021,Escola Mu,7º Ano,Manhã,19,F,1-2 SM,Fundamental Completo,1,100.0,69.2,57.8,63.5
ALU-05039,2021,Escola Mu,7º Ano,Manhã,17,F,3-5 SM,Médio Completo,0,86.9,65.2,77.8,71.5
ALU-05040,2021,Escola Mu,7º Ano,Manhã,19,F,3-5 SM,Superior Completo,1,63.7,39.0,63.3,51.1
ALU-05041,2021,Escola Mu,7º Ano,Manhã,18,M,3-5 SM,Fundamental Completo,1,81.4,61.4,61.7,61.5
ALU-05042,2021,Escola Mu,7º Ano,Manhã,17,M,Até 1 SM,Médio Completo,1,96.5,68.2,83.4,75.8
ALU-05043,2021,Escola Mu,7º Ano,Manhã,18,F,Até 1 SM,Fundamental Completo,0,76.6,41.3,54.3,47.8
ALU-05044,2021,Escola Mu,7º Ano,Manhã,19,F,1-2 SM,Fundamental Incompleto,1,89.5,62.6,48.9,55.8
ALU-05045,2021,Escola Mu,7º Ano,Manhã,19,F,1-2 SM,Fundamental Completo,1,100.0,64.8,62.7,63.7
ALU-05046,2021,Escola Mu,7º Ano,Manhã,19,F,2-3 SM,,1,76.8,65.1,67.3,66.2
ALU-05047,2021,Escola Mu,7º Ano,Manhã,19,M,1-2 SM,Fundamental Completo,1,85.4,63.7,74.3,69.0
ALU-05048,2021,Escola Mu,7º Ano,Manhã,19,M,1-2 SM,Médio Completo,1,100.0,63.6,66.5,65.1
ALU-05049,2021,Escola Mu,7º Ano,Manhã,19,M,5+ SM,Fundamental Incompleto,1,80.2,68.1,61.8,64.9
ALU-05050,2021,Escola Mu,7º Ano,Manhã,17,M,2-3 SM,,1,90.8,59.9,75.5,67.7
ALU-05051,2021,Escola Mu,7º Ano,Manhã,17,M,3-5 SM,Fundamental Completo,1,83.6,63.0,88.3,75.7
ALU-05052,2021,Escola Mu,7º Ano,Manhã,18,M,Até 1 SM,Médio Completo,1,78.5,71.4,36.5,53.9
ALU-05053,2021,Escola Mu,7º Ano,Manhã,19,F,1-2 SM,Médio Completo,1,81.3,61.2,59.7,60.4
ALU-05054,2021,Escola Mu,7º Ano,Manhã,17,F,2-3 SM,Fundamental Completo,1,84.0,49.8,76.1,63.0
ALU-05055,2021,Escola Mu,7º Ano,Manhã,18,F,,Fundamental Completo,1,70.8,35.6,49.0,42.3
ALU-05056,2021,Escola Mu,7º Ano,Manhã,19,F,5+ SM,Fundamental Incompleto,1,85.9,62.7,59.8,61.2
ALU-05057,2021,Escola Mu,7º Ano,Tarde,18,M,5+ SM,Superior Completo,1,79.4,76.1,75.4,75.7
ALU-05058,2021,Escola Mu,7º Ano,Tarde,17,F,3-5 SM,,1,86.1,56.9,90.6,73.8
ALU-05059,2021,Escola Mu,7º Ano,Tarde,19,F,Até 1 SM,Superior Completo,1,98.5,77.6,68.5,73.0
ALU-05060,2021,Escola Mu,7º Ano,Tarde,17,M,5+ SM,Médio Completo,0,79.1,65.7,62.7,64.2
ALU-05061,2021,Escola Mu,7º Ano,Tarde,19,F,,Fundamental Completo,1,81.9,60.7,41.9,51.3
ALU-05062,2021,Escola Mu,7º Ano,Tarde,18,M,2-3 SM,Fundamental Completo,1,76.6,74.4,39.1,56.7
ALU-05063,2021,Escola Mu,7º Ano,Tarde,17,M,5+ SM,Fundamental Incompleto,1,79.7,50.5,66.8,58.7
ALU-05064,2021,Escola Mu,7º Ano,Tarde,19,F,5+ SM,Médio Completo,1,100.0,67.0,83.1,75.1
ALU-05065,2021,Escola Mu,7º Ano,Tarde,18,M,5+ SM,Fundamental Completo,1,86.5,70.9,97.8,84.3
ALU-05066,2021,Escola Mu,7º Ano,Tarde,17,F,Até 1 SM,Pós-graduação,1,93.4,59.9,87.4,73.6
ALU-05067,2021,Escola Mu,7º Ano,Tarde,17,M,Até 1 SM,Médio Completo,1,79.2,55.5,72.1,63.8
ALU-05068,2021,Escola Mu,7º Ano,Tarde,17,F,3-5 SM,Fundamental Incompleto,1,82.0,58.1,75.8,66.9
ALU-05069,2021,Escola Mu,7º Ano,Tarde,18,M,5+ SM,Fundamental Completo,1,87.9,36.7,69.3,53.0
ALU-05070,2021,Escola Mu,7º Ano,Tarde,18,F,2-3 SM,Médio Completo,0,96.2,42.5,60.7,51.6
ALU-05071,2021,Escola Mu,7º Ano,Tarde,19,F,1-2 SM,Médio Completo,1,77.5,35.8,55.2,45.5
ALU-05072,2021,Escola Mu,7º Ano,Tarde,17,F,,Superior Completo,1,63.7,37.7,54.3,46.0
ALU-05073,2021,Escola Mu,7º Ano,Tarde,18,F,3-5 SM,Médio Completo,1,71.1,59.4,59.7,59.5
ALU-05074,2021,Escola Mu,7º Ano,Tarde,19,F,Até 1 SM,Superior Completo,1,70.3,55.3,53.0,54.1
ALU-05075,2021,Escola Mu,7º Ano,Tarde,19,F,2-3 SM,Superior Completo,1,80.3,77.9,68.7,73.3
ALU-05076,2021,Escola Mu,7º Ano,Tarde,18,F,Até 1 SM,Fundamental Incompleto,1,92.8,68.0,67.3,67.6
ALU-05077,2021,Escola Mu,7º Ano,Tarde,17,M,3-5 SM,Médio Completo,1,97.3,56.4,95.8,76.1
ALU-05078,2021,Escola Mu,7º Ano,Tarde,17,F,1-2 SM,Médio Completo,0,99.3,68.1,55.6,61.9
ALU-05079,2021,Escola Mu,7º Ano,Tarde,18,F,2-3 SM,Superior Completo,1,84.9,75.7,76.6,76.1
ALU-05080,2021,Escola Mu,7º Ano,Tarde,18,M,Até 1 SM,Fundamental Incompleto,1,90.2,30.7,80.6,55.7
ALU-05081,2021,Escola Mu,7º Ano,Tarde,17,F,3-5 SM,Médio Completo,1,95.3,86.8,66.8,76.8
ALU-05082,2021,Escola Mu,7º Ano,Tarde,17,M,3-5 SM,Fundamental Completo,0,74.7,28.7,37.8,33.2
ALU-05083,2021,Escola Mu,7º Ano,Tarde,17,M,1-2 SM,Superior Completo,0,85.5,43.1,49.9,46.5
ALU-05084,2021,Escola Mu,7º Ano,Tarde,19,M,3-5 SM,Superior Completo,1,81.1,69.6,89.1,79.3
ALU-05085,2021,Escola Mu,7º Ano,Tarde,18,F,1-2 SM,Fundamental Completo,1,94.6,66.1,56.2,61.2
ALU-05086,2021,Escola Mu,7º Ano,Tarde,19,F,1-2 SM,Médio Completo,0,78.4,69.0,52.2,60.6
ALU-05087,2021,Escola Mu,7º Ano,Tarde,19,M,1-2 SM,Fundamental Completo,1,90.7,40.4,43.9,42.2
ALU-05088,2021,Escola Mu,7º Ano,Tarde,17,F,Até 1 SM,Médio Completo,0,83.0,60.1,48.5,54.3
ALU-05089,2021,Escola Mu,7º Ano,Tarde,18,M,,,0,85.7,56.9,51.9,54.4
ALU-05090,2021,Escola Mu,7º Ano,Tarde,19,F,1-2 SM,Médio Completo,1,69.3,29.8,38.7,34.3
ALU-05091,2021,Escola Mu,7º Ano,Tarde,19,F,1-2 SM,Superior Completo,1,93.4,55.5,58.1,56.8
ALU-05092,2021,Escola Mu,7º Ano,Tarde,18,F,5+ SM,Fundamental Completo,1,99.9,60.4,73.2,66.8
ALU-05093,2021,Escola Mu,7º Ano,Tarde,19,F,Até 1 SM,Médio Completo,1,100.0,69.0,60.2,64.6
ALU-05094,2021,Escola Mu,7º Ano,Tarde,17,M,5+ SM,Médio Completo,1,91.4,53.1,73.6,63.3
ALU-05095,2021,Escola Mu,7º Ano,Tarde,17,F,,Superior Completo,1,83.3,87.0,58.6,72.8
ALU-05096,2021,Escola Mu,8º Ano,Manhã,19,M,Até 1 SM,Fundamental Incompleto,1,92.1,64.9,43.1,54.0
ALU-05097,2021,Escola Mu,8º Ano,Manhã,20,F,Até 1 SM,Médio Completo,1,89.7,83.4,61.6,72.5
ALU-05098,2021,Escola Mu,8º Ano,Manhã,19,F,Até 1 SM,Médio Completo,1,81.3,67.2,69.3,68.3
ALU-05099,2021,Escola Mu,8º Ano,Manhã,18,M,5+ SM,Fundamental Incompleto,1,91.0,66.6,75.5,71.0
ALU-05100,2021,Escola Mu,8º Ano,Manhã,18,F,2-3 SM,Fundamental Completo,1,85.6,59.2,66.7,62.9
ALU-05101,2021,Escola Mu,8º Ano,Manhã,20,M,2-3 SM,Médio Completo,0,95.3,90.2,66.3,78.2
ALU-05102,2021,Escola Mu,8º Ano,Manhã,19,F,2-3 SM,Pós-graduação,1,96.6,70.4,51.4,60.9
ALU-05103,2021,Escola Mu,8º Ano,Manhã,19,M,1-2 SM,Pós-graduação,1,81.8,57.5,71.8,64.7
ALU-05104,2021,Escola Mu,8º Ano,Manhã,19,M,,Superior Completo,1,100.0,50.6,91.0,70.8
ALU-05105,2021,Escola Mu,8º Ano,Manhã,18,F,3-5 SM,Superior Completo,1,82.6,100.0,69.7,84.8
ALU-05106,2021,Escola Mu,8º Ano,Manhã,19,F,Até 1 SM,Pós-graduação,0,90.4,75.1,42.2,58.6
ALU-05107,2021,Escola Mu,8º Ano,Manhã,20,M,2-3 SM,Médio Completo,1,97.0,72.9,59.8,66.3
ALU-05108,2021,Escola Mu,8º Ano,Manhã,18,F,Até 1 SM,Médio Completo,1,81.2,57.1,63.3,60.2
ALU-05109,2021,Escola Mu,8º Ano,Manhã,19,M,Até 1 SM,Médio Completo,1,83.7,60.6,86.6,73.6
ALU-05110,2021,Escola Mu,8º Ano,Manhã,19,M,5+ SM,Fundamental Incompleto,1,76.8,63.1,82.1,72.6
ALU-05111,2021,Escola Mu,8º Ano,Manhã,18,M,2-3 SM,Fundamental Completo,1,81.6,44.9,53.6,49.2
ALU-05112,2021,Escola Mu,8º Ano,Manhã,19,M,1-2 SM,Médio Completo,0,88.3,71.4,50.6,61.0
ALU-05113,2021,Escola Mu,8º Ano,Manhã,20,M,1-2 SM,Médio Completo,1,71.1,47.6,51.6,49.6
ALU-05114,2021,Escola Mu,8º Ano,Manhã,18,M,2-3 SM,Superior Completo,1,81.8,94.0,55.1,74.6
ALU-05115,2021,Escola Mu,8º Ano,Manhã,18,F,3-5 SM,Superior Completo,1,100.0,93.2,85.9,89.6
ALU-05116,2021,Escola Mu,8º Ano,Manhã,18,F,2-3 SM,Superior Completo,1,74.3,58.2,54.4,56.3
ALU-05117,2021,Escola Mu,8º Ano,Manhã,18,M,1-2 SM,Pós-graduação,1,94.0,71.8,56.9,64.3
ALU-05118,2021,Escola Mu,8º Ano,Manhã,18,M,3-5 SM,Médio Completo,1,85.0,73.1,54.4,63.8
ALU-05119,2021,Escola Mu,8º Ano,Manhã,19,M,,Médio Completo,1,88.0,57.7,54.9,56.3
ALU-05120,2021,Escola Mu,8º Ano,Manhã,20,M,1-2 SM,Médio Completo,1,89.9,65.3,86.5,75.9
ALU-05121,2021,Escola Mu,8º Ano,Manhã,19,F,1-2 SM,Fundamental Incompleto,1,98.6,48.0,68.7,58.4
ALU-05122,2021,Escola Mu,8º Ano,Manhã,19,M,3-5 SM,Fundamental Completo,1,85.6,48.0,82.6,65.3
ALU-05123,2021,Escola Mu,8º Ano,Manhã,18,M,3-5 SM,Superior Completo,1,72.7,64.6,71.3,67.9
ALU-05124,2021,Escola Mu,8º Ano,Manhã,20,F,Até 1 SM,Médio Completo,1,92.1,77.2,37.9,57.6
ALU-05125,2021,Escola Mu,8º Ano,Manhã,19,F,5+ SM,Pós-graduação,1,75.2,95.9,88.7,92.3
ALU-05126,2021,Escola Mu,8º Ano,Manhã,19,F,Até 1 SM,Médio Completo,1,84.0,62.5,78.8,70.6
ALU-05127,2021,Escola Mu,8º Ano,Manhã,20,F,Até 1 SM,Superior Completo,1,85.6,90.3,64.2,77.2
ALU-05128,2021,Escola Mu,8º Ano,Manhã,19,F,1-2 SM,Médio Completo,0,100.0,48.8,71.7,60.3
ALU-05129,2021,Escola Mu,8º Ano,Manhã,19,M,5+ SM,Médio Completo,1,96.7,57.8,48.6,53.2
ALU-05130,2021,Escola Mu,8º Ano,Manhã,19,M,5+ SM,Pós-graduação,1,78.0,81.9,69.5,75.7
ALU-05131,2021,Escola Mu,8º Ano,Manhã,19,F,Até 1 SM,Médio Completo,1,84.3,61.2,59.2,60.2
ALU-05132,2021,Escola Mu,8º Ano,Manhã,20,F,2-3 SM,Fundamental Completo,1,88.0,52.0,51.9,51.9
ALU-05133,2021,Escola Mu,8º Ano,Manhã,19,F,Até 1 SM,Fundamental Completo,1,100.0,54.5,56.7,55.6
ALU-05134,2021,Escola Mu,8º Ano,Manhã,20,F,2-3 SM,Médio Completo,1,69.2,46.8,45.2,46.0
ALU-05135,2021,Escola Mu,8º Ano,Manhã,19,F,5+ SM,Médio Completo,0,100.0,53.3,77.9,65.6
ALU-05136,2021,Escola Mu,8º Ano,Tarde,20,M,Até 1 SM,Fundamental Completo,1,82.7,46.7,81.5,64.1
ALU-05137,2021,Escola Mu,8º Ano,Tarde,18,F,,,0,81.0,45.7,42.7,44.2
ALU-05138,2021,Escola Mu,8º Ano,Tarde,19,M,5+ SM,Fundamental Completo,1,74.1,82.5,45.6,64.0
ALU-05139,2021,Escola Mu,8º Ano,Tarde,18,F,Até 1 SM,Médio Completo,1,69.0,20.6,22.3,21.4
ALU-05140,2021,Escola Mu,8º Ano,Tarde,18,F,2-3 SM,Superior Completo,0,80.5,65.0,46.6,55.8
